"prior_samples","past_leakage","T1_level_percent","T1_percent","T2_percent","optimal_samples"
5500,11,94,0.312260665,0.8,559.1526851
5500,12,94,0.334548951,0.8,599.5983036
5500,13,94,0.356671217,0.8,645.2233381
5500,14,94,0.378645925,0.8,695.8204001
5500,15,94,0.400488346,0.8,754.7244554
5500,16,94,0.422211281,0.8,820.8829997
5500,0,94,0.03215141,0.9,292.1673417
5500,1,94,0.067315667,0.9,292.0586626
5500,2,94,0.096296127,0.9,299.4575132
5500,3,94,0.123040716,0.9,309.0667884
5500,4,94,0.148536135,0.9,321.6448735
5500,5,94,0.173206331,0.9,333.8014542
5500,6,94,0.19727915,0.9,348.4094675
5500,7,94,0.220893684,0.9,364.6373028
5500,8,94,0.244142204,0.9,382.5856037
5500,9,94,0.267089628,0.9,402.6365018
5500,10,94,0.289783681,0.9,424.3277026
5500,11,94,0.312260665,0.9,448.6229203
5500,12,94,0.334548951,0.9,475.3318569
5500,13,94,0.356671217,0.9,505.0547625
5500,14,94,0.378645925,0.9,538.0260735
5500,15,94,0.400488346,0.9,574.5015819
5500,16,94,0.422211281,0.9,615.0608142
5500,0,94,0.03215141,1,263.1805205
5500,1,94,0.067315667,1,263.1005169
5500,2,94,0.096296127,1,263.0178217
5500,3,94,0.123040716,1,272.573185
5500,4,94,0.148536135,1,280.9796796
5500,5,94,0.173206331,1,290.4941783
5500,6,94,0.19727915,1,301.2000477
5500,7,94,0.220893684,1,312.9741576
5500,8,94,0.244142204,1,325.9424806
5500,9,94,0.267089628,1,340.1059977
5500,10,94,0.289783681,1,355.6173266
5500,11,94,0.312260665,1,373.2451213
5500,12,94,0.334548951,1,391.6959273
5500,13,94,0.356671217,1,412.0773884
5500,14,94,0.378645925,1,434.5220342
5500,15,94,0.400488346,1,458.4605783
5500,16,94,0.422211281,1,486.2841305
5500,0,95,0.034914669,0.4,693.9638584
5500,1,95,0.071020979,0.4,797.4423684
5500,2,95,0.100603976,0.4,909.979216
5500,3,95,0.127830398,0.4,1039.958583
5500,4,95,0.153739552,0.4,1195.94646
5500,5,95,0.178778108,0.4,1382.982082
5500,6,95,0.203186227,0.4,1615.756399
5500,7,95,0.227110566,0.4,1908.069042
5500,8,95,0.250648447,0.4,2287.059675
5500,9,95,0.273868358,0.4,2792.188139
5500,10,95,0.296820661,0.4,3491.70658
5500,11,95,0.319543667,0.4,4512.798308
5500,12,95,0.342067327,0.4,6123.63474
5500,13,95,0.364415581,0.4,9007.813463
5500,0,95,0.034914669,0.5,550.9084191
5500,1,95,0.071020979,0.5,615.1246607
5500,2,95,0.100603976,0.5,682.07424
5500,3,95,0.127830398,0.5,756.0329887
5500,4,95,0.153739552,0.5,839.8759738
5500,5,95,0.178778108,0.5,936.2857144
5500,6,95,0.203186227,0.5,1048.317466
5500,7,95,0.227110566,0.5,1180.604595
5500,8,95,0.250648447,0.5,1334.93903
5500,9,95,0.273868358,0.5,1524.902538
5500,10,95,0.296820661,0.5,1755.047574
5500,11,95,0.319543667,0.5,2041.376945
5500,12,95,0.342067327,0.5,2403.907859
5500,13,95,0.364415581,0.5,2874.8769
5500,14,95,0.386607923,0.5,3505.998979
5500,15,95,0.408660479,0.5,4389.667063
5500,16,95,0.430586767,0.5,5697.378881
5500,0,95,0.034914669,0.6,457.4417839
5500,1,95,0.071020979,0.6,500.465073
5500,2,95,0.100603976,0.6,544.7026012
5500,3,95,0.127830398,0.6,592.2689186
5500,4,95,0.153739552,0.6,644.6441266
5500,5,95,0.178778108,0.6,703.3371608
5500,6,95,0.203186227,0.6,768.7823433
5500,7,95,0.227110566,0.6,842.9114142
5500,8,95,0.250648447,0.6,927.5896943
5500,9,95,0.273868358,0.6,1024.252522
5500,10,95,0.296820661,0.6,1136.515574
5500,11,95,0.319543667,0.6,1270.57584
5500,12,95,0.342067327,0.6,1421.533416
5500,13,95,0.364415581,0.6,1605.471129
5500,14,95,0.386607923,0.6,1826.930025
5500,15,95,0.408660479,0.6,2097.70094
5500,16,95,0.430586767,0.6,2433.150956
5500,0,95,0.034914669,0.7,389.9610636
5500,1,95,0.071020979,0.7,421.6075057
5500,2,95,0.100603976,0.7,453.0773765
5500,3,95,0.127830398,0.7,486.3534621
5500,4,95,0.153739552,0.7,522.1972557
5500,5,95,0.178778108,0.7,561.2466355
5500,6,95,0.203186227,0.7,603.4102711
5500,7,95,0.227110566,0.7,651.4343674
5500,8,95,0.250648447,0.7,704.0118039
5500,9,95,0.273868358,0.7,762.6298231
5500,10,95,0.296820661,0.7,828.3330339
5500,11,95,0.319543667,0.7,907.7092224
5500,12,95,0.342067327,0.7,986.7722672
5500,13,95,0.364415581,0.7,1082.83762
5500,14,95,0.386607923,0.7,1193.191872
5500,15,95,0.408660479,0.7,1321.048396
5500,16,95,0.430586767,0.7,1469.970917
5500,0,95,0.034914669,0.8,340.1294942
5500,1,95,0.071020979,0.8,364.1185928
5500,2,95,0.100603976,0.8,387.6349087
5500,3,95,0.127830398,0.8,412.1219306
5500,4,95,0.153739552,0.8,438.1864166
5500,5,95,0.178778108,0.8,466.0708768
5500,6,95,0.203186227,0.8,496.2909926
5500,7,95,0.227110566,0.8,529.0650707
5500,8,95,0.250648447,0.8,565.0604724
5500,9,95,0.273868358,0.8,604.0463838
5500,10,95,0.296820661,0.8,646.8673367
5500,11,95,0.319543667,0.8,698.8957699
5500,12,95,0.342067327,0.8,746.981354
5500,13,95,0.364415581,0.8,805.4273559
5500,14,95,0.386607923,0.8,870.7757334
5500,15,95,0.408660479,0.8,944.7752702
5500,16,95,0.430586767,0.8,1027.093283
5500,0,95,0.034914669,0.9,301.530821
5500,1,95,0.071020979,0.9,320.8894077
5500,2,95,0.100603976,0.9,338.5695511
5500,3,95,0.127830398,0.9,357.3489752
5500,4,95,0.153739552,0.9,377.1486348
5500,5,95,0.178778108,0.9,398.0034689
5500,6,95,0.203186227,0.9,420.3630931
5500,7,95,0.227110566,0.9,444.40602
5500,8,95,0.250648447,0.9,470.2098882
5500,9,95,0.273868358,0.9,498.1446724
5500,10,95,0.296820661,0.9,528.4038116
5500,11,95,0.319543667,0.9,561.2011581
5500,12,95,0.342067327,0.9,597.0485958
5500,13,95,0.364415581,0.9,636.184549
5500,14,95,0.386607923,0.9,679.1313867
5500,15,95,0.408660479,0.9,726.3125545
5500,16,95,0.430586767,0.9,778.3402443
5500,0,95,0.034914669,1,271.5016606
5500,1,95,0.071020979,1,285.8504489
5500,2,95,0.100603976,1,300.4285224
5500,3,95,0.127830398,1,315.2736326
5500,4,95,0.153739552,1,330.8113537
5500,5,95,0.178778108,1,347.0161016
5500,6,95,0.203186227,1,364.2642411
5500,7,95,0.227110566,1,382.5659951
5500,8,95,0.250648447,1,402.0955355
5500,9,95,0.273868358,1,422.9852647
5500,10,95,0.296820661,1,445.3496441
5500,11,95,0.319543667,1,469.3794051
5500,12,95,0.342067327,1,495.0839402
5500,13,95,0.364415581,1,523.2642178
5500,14,95,0.386607923,1,553.4468036
5500,15,95,0.408660479,1,586.1794767
5500,16,95,0.430586767,1,621.8533031
5500,0,96,0.038335313,0.4,741.0970413
5500,1,96,0.075530995,0.4,889.9302669
5500,2,96,0.105815977,0.4,1038.828431
5500,3,96,0.13360512,0.4,1205.791646
5500,4,96,0.159998071,0.4,1400.958416
5500,5,96,0.185467705,0.4,1635.637018
5500,6,96,0.210268421,0.4,1924.669341
5500,7,96,0.23455565,0.4,2289.319353
5500,8,96,0.258432575,0.4,2764.378223
5500,9,96,0.281971836,0.4,3402.021851
5500,10,96,0.30522686,0.4,4256.535242
5500,11,96,0.328238301,0.4,5652.031396
5500,12,96,0.351037947,0.4,7884.305631
5500,0,96,0.038335313,0.5,586.8383741
5500,1,96,0.075530995,0.5,684.9283458
5500,2,96,0.105815977,0.5,777.4044558
5500,3,96,0.13360512,0.5,874.9084947
5500,4,96,0.159998071,0.5,983.2210206
5500,5,96,0.185467705,0.5,1105.7698
5500,6,96,0.210268421,0.5,1246.627938
5500,7,96,0.23455565,0.5,1411.075881
5500,8,96,0.258432575,0.5,1606.17367
5500,9,96,0.281971836,0.5,1840.696447
5500,10,96,0.30522686,0.5,2126.921572
5500,11,96,0.328238301,0.5,2483.591999
5500,12,96,0.351037947,0.5,2940.411373
5500,13,96,0.373651213,0.5,3522.440842
5500,14,96,0.396098795,0.5,4351.727266
5500,15,96,0.418397817,0.5,5519.36385
5500,16,96,0.440562634,0.5,7317.667341
5500,0,96,0.038335313,0.6,486.0819668
5500,1,96,0.075530995,0.6,556.3761125
5500,2,96,0.105815977,0.6,620.010143
5500,3,96,0.13360512,0.6,685.1139664
5500,4,96,0.159998071,0.6,754.7385951
5500,5,96,0.185467705,0.6,830.7082955
5500,6,96,0.210268421,0.6,914.6957924
5500,7,96,0.23455565,0.6,1008.856784
5500,8,96,0.258432575,0.6,1115.078529
5500,9,96,0.281971836,0.6,1236.770303
5500,10,96,0.30522686,0.6,1376.708083
5500,11,96,0.328238301,0.6,1539.627476
5500,12,96,0.351037947,0.6,1731.346777
5500,13,96,0.373651213,0.6,1958.355489
5500,14,96,0.396098795,0.6,2235.279409
5500,15,96,0.418397817,0.6,2573.821994
5500,16,96,0.440562634,0.6,3010.288589
5500,0,96,0.038335313,0.7,414.6669101
5500,1,96,0.075530995,0.7,468.3225975
5500,2,96,0.105815977,0.7,515.3409501
5500,3,96,0.13360512,0.7,562.3311506
5500,4,96,0.159998071,0.7,611.3372447
5500,5,96,0.185467705,0.7,663.4003843
5500,6,96,0.210268421,0.7,719.5334821
5500,7,96,0.23455565,0.7,781.0265722
5500,8,96,0.258432575,0.7,848.3822374
5500,9,96,0.281971836,0.7,922.93826
5500,10,96,0.30522686,0.7,1006.011326
5500,11,96,0.328238301,0.7,1099.183746
5500,12,96,0.351037947,0.7,1204.416173
5500,13,96,0.373651213,0.7,1323.887979
5500,14,96,0.396098795,0.7,1461.282962
5500,15,96,0.418397817,0.7,1621.164108
5500,16,96,0.440562634,0.7,1805.351975
5500,0,96,0.038335313,0.8,361.4554453
5500,1,96,0.075530995,0.8,404.183375
5500,2,96,0.105815977,0.8,440.7039707
5500,3,96,0.13360512,0.8,476.4831549
5500,4,96,0.159998071,0.8,513.1292755
5500,5,96,0.185467705,0.8,550.884416
5500,6,96,0.210268421,0.8,591.9064334
5500,7,96,0.23455565,0.8,635.4021927
5500,8,96,0.258432575,0.8,682.0806688
5500,9,96,0.281971836,0.8,732.7867193
5500,10,96,0.30522686,0.8,788.268827
5500,11,96,0.328238301,0.8,848.5091653
5500,12,96,0.351037947,0.8,915.0477463
5500,13,96,0.373651213,0.8,988.7623642
5500,14,96,0.396098795,0.8,1070.521754
5500,15,96,0.418397817,0.8,1162.496241
5500,16,96,0.440562634,0.8,1265.815885
5500,0,96,0.038335313,0.9,320.8133309
5500,1,96,0.075530995,0.9,355.3566529
5500,2,96,0.105815977,0.9,384.8283901
5500,3,96,0.13360512,0.9,413.1408603
5500,4,96,0.159998071,0.9,441.6856464
5500,5,96,0.185467705,0.9,471.2205233
5500,6,96,0.210268421,0.9,502.0726897
5500,7,96,0.23455565,0.9,534.7054533
5500,8,96,0.258432575,0.9,569.081382
5500,9,96,0.281971836,0.9,605.8549218
5500,10,96,0.30522686,0.9,645.3972126
5500,11,96,0.328238301,0.9,687.9462295
5500,12,96,0.351037947,0.9,733.9550151
5500,13,96,0.373651213,0.9,783.9967992
5500,14,96,0.396098795,0.9,838.379461
5500,15,96,0.418397817,0.9,898.2309967
5500,16,96,0.440562634,0.9,964.0191985
5500,0,96,0.038335313,1,288.4880763
5500,1,96,0.075530995,1,317.0549688
5500,2,96,0.105815977,1,341.3399635
5500,3,96,0.13360512,1,364.5739394
5500,4,96,0.159998071,1,387.6206619
5500,5,96,0.185467705,1,411.4813394
5500,6,96,0.210268421,1,435.7290142
5500,7,96,0.23455565,1,460.8657875
5500,8,96,0.258432575,1,487.5167948
5500,9,96,0.281971836,1,515.6172696
5500,10,96,0.30522686,1,545.4077796
5500,11,96,0.328238301,1,576.1596247
5500,12,96,0.351037947,1,610.9892609
5500,13,96,0.373651213,1,647.72755
5500,14,96,0.396098795,1,685.7086626
5500,15,96,0.418397817,1,728.3564187
5500,16,96,0.440562634,1,773.8309933
6000,0,94,0.029472633,0.4,648.1005939
6000,1,94,0.061707526,0.4,711.6237857
6000,2,94,0.08827399,0.4,781.8791123
6000,3,94,0.112790971,0.4,866.6197838
6000,4,94,0.136162945,0.4,967.909658
6000,5,94,0.158778522,0.4,1092.243431
6000,6,94,0.18084656,0.4,1242.821743
6000,7,94,0.202494556,0.4,1428.981747
6000,8,94,0.223807087,0.4,1661.201236
6000,9,94,0.244843661,0.4,1955.617682
6000,10,94,0.265648024,0.4,2340.72837
6000,11,94,0.286253448,0.4,2853.387038
6000,12,94,0.306685941,0.4,3564.22914
6000,13,94,0.326966289,0.4,4593.132347
6000,14,94,0.347111414,0.4,6202.490169
6000,15,94,0.367135313,0.4,9027.912047
6000,16,94,0.387049719,0.4,121.6939493
6000,0,94,0.029472633,0.5,521.7606032
6000,1,94,0.061707526,0.5,551.5226134
6000,2,94,0.08827399,0.5,590.0719988
6000,3,94,0.112790971,0.5,635.8717688
6000,4,94,0.136162945,0.5,688.7694357
6000,5,94,0.158778522,0.5,751.4260809
6000,6,94,0.18084656,0.5,824.0476747
6000,7,94,0.202494556,0.5,909.1071886
6000,8,94,0.223807087,0.5,1009.21294
6000,9,94,0.244843661,0.5,1128.200348
6000,10,94,0.265648024,0.5,1269.867269
6000,11,94,0.286253448,0.5,1440.994002
6000,12,94,0.306685941,0.5,1649.712585
6000,13,94,0.326966289,0.5,1907.851042
6000,14,94,0.347111414,0.5,2233.322765
6000,15,94,0.367135313,0.5,2649.299159
6000,16,94,0.387049719,0.5,3197.312344
6000,17,94,0.406864584,0.5,3946.443632
6000,18,94,0.426588434,0.5,5013.992823
6000,0,94,0.029472633,0.6,436.5340793
6000,1,94,0.061707526,0.6,449.1188551
6000,2,94,0.08827399,0.6,473.1881763
6000,3,94,0.112790971,0.6,500.7014044
6000,4,94,0.136162945,0.6,532.526806
6000,5,94,0.158778522,0.6,568.8731767
6000,6,94,0.18084656,0.6,610.2059041
6000,7,94,0.202494556,0.6,657.4010075
6000,8,94,0.223807087,0.6,711.3659309
6000,9,94,0.244843661,0.6,773.0351638
6000,10,94,0.265648024,0.6,843.8682437
6000,11,94,0.286253448,0.6,925.654571
6000,12,94,0.306685941,0.6,1020.42701
6000,13,94,0.326966289,0.6,1131.228424
6000,14,94,0.347111414,0.6,1267.071468
6000,15,94,0.367135313,0.6,1415.30803
6000,16,94,0.387049719,0.6,1617.782218
6000,17,94,0.406864584,0.6,1822.731286
6000,18,94,0.426588434,0.6,2095.888468
6000,0,94,0.029472633,0.7,375.1501958
6000,1,94,0.061707526,0.7,374.9594702
6000,2,94,0.08827399,0.7,394.6376817
6000,3,94,0.112790971,0.7,412.3467296
6000,4,94,0.136162945,0.7,432.8415085
6000,5,94,0.158778522,0.7,455.9828019
6000,6,94,0.18084656,0.7,482.0383664
6000,7,94,0.202494556,0.7,511.2222019
6000,8,94,0.223807087,0.7,544.0624473
6000,9,94,0.244843661,0.7,580.769905
6000,10,94,0.265648024,0.7,622.5003869
6000,11,94,0.286253448,0.7,668.7985439
6000,12,94,0.306685941,0.7,721.2549355
6000,13,94,0.326966289,0.7,780.6656635
6000,14,94,0.347111414,0.7,848.1520405
6000,15,94,0.367135313,0.7,925.051404
6000,16,94,0.387049719,0.7,1012.407174
6000,17,94,0.406864584,0.7,1114.993255
6000,18,94,0.426588434,0.7,1232.877955
6000,0,94,0.029472633,0.8,328.827294
6000,1,94,0.061707526,0.8,328.6976173
6000,2,94,0.08827399,0.8,338.385948
6000,3,94,0.112790971,0.8,350.3429932
6000,4,94,0.136162945,0.8,364.13012
6000,5,94,0.158778522,0.8,379.7390908
6000,6,94,0.18084656,0.8,397.4409694
6000,7,94,0.202494556,0.8,416.7459838
6000,8,94,0.223807087,0.8,438.3314304
6000,9,94,0.244843661,0.8,462.9721903
6000,10,94,0.265648024,0.8,488.6402013
6000,11,94,0.286253448,0.8,518.2436467
6000,12,94,0.306685941,0.8,549.7122479
6000,13,94,0.326966289,0.8,586.7614538
6000,14,94,0.347111414,0.8,627.1471723
6000,15,94,0.367135313,0.8,671.9582651
6000,16,94,0.387049719,0.8,721.9743424
6000,17,94,0.406864584,0.8,778.5946476
6000,18,94,0.426588434,0.8,841.7909156
6000,0,94,0.029472633,0.9,292.6393914
6000,1,94,0.061707526,0.9,292.5339739
6000,2,94,0.08827399,0.9,292.4386789
6000,3,94,0.112790971,0.9,304.1735926
6000,4,94,0.136162945,0.9,313.8787809
6000,5,94,0.158778522,0.9,324.8139502
6000,6,94,0.18084656,0.9,337.2195449
6000,7,94,0.202494556,0.9,350.7961189
6000,8,94,0.223807087,0.9,365.7850673
6000,9,94,0.244843661,0.9,382.3227235
6000,10,94,0.265648024,0.9,400.4912202
6000,11,94,0.286253448,0.9,420.2260189
6000,12,94,0.306685941,0.9,441.9051664
6000,13,94,0.326966289,0.9,466.254231
6000,14,94,0.347111414,0.9,491.9889369
6000,15,94,0.367135313,0.9,520.6347445
6000,16,94,0.387049719,0.9,552.5382911
6000,17,94,0.406864584,0.9,587.4788247
6000,18,94,0.426588434,0.9,626.0622903
6000,0,94,0.029472633,1,263.5549407
6000,1,94,0.061707526,1,263.4871654
6000,2,94,0.08827399,1,263.4172852
6000,3,94,0.112790971,1,267.7653633
6000,4,94,0.136162945,1,275.6556436
6000,5,94,0.158778522,1,283.6889675
6000,6,94,0.18084656,1,292.6025276
6000,7,94,0.202494556,1,302.3924817
6000,8,94,0.223807087,1,313.1560859
6000,9,94,0.244843661,1,381.9556943
6000,10,94,0.265648024,1,337.8971018
6000,11,94,0.286253448,1,351.9802356
6000,12,94,0.306685941,1,367.2680385
6000,13,94,0.326966289,1,384.0315443
6000,14,94,0.347111414,1,403.2754806
6000,15,94,0.367135313,1,421.7500339
6000,16,94,0.387049719,1,443.2098445
6000,17,94,0.406864584,1,466.6311863
6000,18,94,0.426588434,1,492.5692595
6000,0,95,0.0320057,0.4,691.4639885
6000,1,95,0.065104244,0.4,785.7505204
6000,2,95,0.09222313,0.4,885.6948259
6000,3,95,0.11718189,0.4,999.3423415
6000,4,95,0.140933218,0.4,1131.565827
6000,5,95,0.163886561,0.4,1288.748901
6000,6,95,0.186262059,0.4,1476.518884
6000,7,95,0.208194148,0.4,1709.325078
6000,8,95,0.229772035,0.4,1993.133867
6000,9,95,0.2510585,0.4,2354.845944
6000,10,95,0.272099703,0.4,2831.809969
6000,11,95,0.292930763,0.4,3466.505781
6000,12,95,0.313579132,0.4,4362.473873
6000,13,95,0.334066755,0.4,5690.306527
6000,14,95,0.354411498,0.4,7848.282752
6000,16,95,0.394729081267157,0.4,499.999915624087
6000,0,95,0.0320057,0.5,550.1469651
6000,1,95,0.065104244,0.5,608.030747
6000,2,95,0.09222313,0.5,667.9701172
6000,3,95,0.11718189,0.5,733.3210665
6000,4,95,0.140933218,0.5,807.479494
6000,5,95,0.163886561,0.5,888.6641201
6000,6,95,0.186262059,0.5,982.8602229
6000,7,95,0.208194148,0.5,1091.275964
6000,8,95,0.229772035,0.5,1214.170153
6000,9,95,0.2510585,0.5,1365.145362
6000,10,95,0.272099703,0.5,1541.256695
6000,11,95,0.292930763,0.5,1752.576322
6000,12,95,0.313579132,0.5,2009.363173
6000,13,95,0.334066755,0.5,2327.407417
6000,14,95,0.354411498,0.5,2728.012794
6000,15,95,0.374628144,0.5,3245.935497
6000,16,95,0.394729081,0.5,3934.787503
6000,17,95,0.414724822,0.5,4888.431671
6000,18,95,0.434624372,0.5,6283.81468
6000,0,95,0.0320057,0.6,456.3573577
6000,1,95,0.065104244,0.6,495.6824882
6000,2,95,0.09222313,0.6,535.5986978
6000,3,95,0.11718189,0.6,578.0927635
6000,4,95,0.140933218,0.6,624.0036436
6000,5,95,0.163886561,0.6,675.1480353
6000,6,95,0.186262059,0.6,730.871136
6000,7,95,0.208194148,0.6,793.4960743
6000,8,95,0.229772035,0.6,863.7101724
6000,9,95,0.2510585,0.6,942.9835831
6000,10,95,0.272099703,0.6,1033.082454
6000,11,95,0.292930763,0.6,1136.021534
6000,12,95,0.313579132,0.6,1254.455421
6000,13,95,0.334066755,0.6,1391.77248
6000,14,95,0.354411498,0.6,1552.489216
6000,15,95,0.374628144,0.6,1742.430307
6000,16,95,0.394729081,0.6,1969.363591
6000,17,95,0.414724822,0.6,2244.004885
6000,18,95,0.434624372,0.6,2581.035713
6000,0,95,0.0320057,0.7,389.6280534
6000,1,95,0.065104244,0.7,418.1844793
6000,2,95,0.09222313,0.7,446.6073858
6000,3,95,0.11718189,0.7,476.6557523
6000,4,95,0.140933218,0.7,508.0847084
6000,5,95,0.163886561,0.7,542.2840246
6000,6,95,0.186262059,0.7,579.4620813
6000,7,95,0.208194148,0.7,620.0960274
6000,8,95,0.229772035,0.7,664.6218106
6000,9,95,0.2510585,0.7,713.5800844
6000,10,95,0.272099703,0.7,767.9207393
6000,11,95,0.292930763,0.7,828.3856814
6000,12,95,0.313579132,0.7,894.4681479
6000,13,95,0.334066755,0.7,970.934625
6000,14,95,0.354411498,0.7,1055.976772
6000,15,95,0.374628144,0.7,1152.82607
6000,16,95,0.394729081,0.7,1262.237498
6000,17,95,0.414724822,0.7,1387.841468
6000,18,95,0.434624372,0.7,1533.942873
6000,0,95,0.0320057,0.8,339.696828
6000,1,95,0.065104244,0.8,361.5352574
6000,2,95,0.09222313,0.8,382.8613259
6000,3,95,0.11718189,0.8,404.8064462
6000,4,95,0.140933218,0.8,427.9588506
6000,5,95,0.163886561,0.8,452.5964237
6000,6,95,0.186262059,0.8,478.9884198
6000,7,95,0.208194148,0.8,507.369618
6000,8,95,0.229772035,0.8,538.01628
6000,9,95,0.2510585,0.8,571.4401583
6000,10,95,0.272099703,0.8,607.3647765
6000,11,95,0.292930763,0.8,646.8225897
6000,12,95,0.313579132,0.8,689.7188429
6000,13,95,0.334066755,0.8,737.1913521
6000,14,95,0.354411498,0.8,789.0907424
6000,15,95,0.374628144,0.8,847.0524325
6000,16,95,0.394729081,0.8,911.0756649
6000,17,95,0.414724822,0.8,982.163138
6000,18,95,0.434624372,0.8,1061.376093
6000,0,95,0.0320057,0.9,301.2182197
6000,1,95,0.065104244,0.9,318.1681697
6000,2,95,0.09222313,0.9,334.9157508
6000,3,95,0.11718189,0.9,351.7628239
6000,4,95,0.140933218,0.9,369.6483397
6000,5,95,0.163886561,0.9,387.9296045
6000,6,95,0.186262059,0.9,407.6433967
6000,7,95,0.208194148,0.9,428.5641078
6000,8,95,0.229772035,0.9,450.8651875
6000,9,95,0.2510585,0.9,474.8080892
6000,10,95,0.272099703,0.9,500.6287094
6000,11,95,0.292930763,0.9,528.303321
6000,12,95,0.313579132,0.9,557.9138848
6000,13,95,0.334066755,0.9,590.6087187
6000,14,95,0.354411498,0.9,625.7266864
6000,15,95,0.374628144,0.9,663.6150841
6000,16,95,0.394729081,0.9,705.0668558
6000,17,95,0.414724822,0.9,750.6417698
6000,18,95,0.434624372,0.9,800.2210097
6000,0,95,0.0320057,1,270.0406407
6000,1,95,0.065104244,1,284.140845
6000,2,95,0.09222313,1,297.6230114
6000,3,95,0.11718189,1,310.880361
6000,4,95,0.140933218,1,324.7348486
6000,5,95,0.163886561,1,339.2194981
6000,6,95,0.186262059,1,354.4588355
6000,7,95,0.208194148,1,370.5313204
6000,8,95,0.229772035,1,387.5529195
6000,9,95,0.2510585,1,405.7835301
6000,10,95,0.272099703,1,424.6928921
6000,11,95,0.292930763,1,445.3099962
6000,12,95,0.313579132,1,467.1381336
6000,13,95,0.334066755,1,490.6550009
6000,14,95,0.354411498,1,515.6228231
6000,15,95,0.374628144,1,542.6173134
6000,16,95,0.394729081,1,571.6270134
6000,17,95,0.414724822,1,602.8325517
6000,18,95,0.434624372,1,636.4932128
6000,0,96,0.035141398,0.4,738.6138138
6000,1,96,0.069238663,0.4,875.8607381
6000,2,96,0.097001155,0.4,1010.140512
6000,3,96,0.122475862,0.4,1157.35255
6000,4,96,0.146670792,0.4,1325.352821
6000,5,96,0.170019414,0.4,1522.947682
6000,6,96,0.19275492,0.4,1756.697432
6000,7,96,0.215019787,0.4,2043.430414
6000,8,96,0.236908597,0.4,2400.21031
6000,9,96,0.258487933,0.4,2855.038074
6000,10,96,0.279806767,0.4,3451.509947
6000,11,96,0.300902365,0.4,4265.532011
6000,12,96,0.321803864,0.4,5430.967867
6000,13,96,0.342534558,0.4,7227.846718
6000,14,96,0.363113418,0.4,10334.14526
6000,0,96,0.035141398,0.5,585.4938563
6000,1,96,0.069238663,0.5,676.5132152
6000,2,96,0.097001155,0.5,760.5509401
6000,3,96,0.122475862,0.5,848.745252
6000,4,96,0.146670792,0.5,943.5386709
6000,5,96,0.170019414,0.5,1049.562633
6000,6,96,0.19275492,0.5,1168.860286
6000,7,96,0.215019787,0.5,1305.541178
6000,8,96,0.236908597,0.5,1463.094484
6000,9,96,0.258487933,0.5,1647.318235
6000,10,96,0.279806767,0.5,1865.663072
6000,11,96,0.300902365,0.5,2128.256727
6000,12,96,0.321803864,0.5,2448.094768
6000,13,96,0.342534558,0.5,2845.681192
6000,14,96,0.363113418,0.5,3350.924143
6000,15,96,0.383556139,0.5,4009.924481
6000,16,96,0.40387588,0.5,4899.432128
6000,17,96,0.424083803,0.5,6171.621593
6000,0,96,0.035141398,0.6,485.0193442
6000,1,96,0.069238663,0.6,550.7283018
6000,2,96,0.097001155,0.6,609.0760804
6000,3,96,0.122475862,0.6,668.2671896
6000,4,96,0.146670792,0.6,730.4550141
6000,5,96,0.170019414,0.6,797.2386273
6000,6,96,0.19275492,0.6,870.1498727
6000,7,96,0.215019787,0.6,950.5086662
6000,8,96,0.236908597,0.6,1039.360115
6000,9,96,0.258487933,0.6,1139.766569
6000,10,96,0.279806767,0.6,1252.780992
6000,11,96,0.300902365,0.6,1381.298734
6000,12,96,0.321803864,0.6,1533.508466
6000,13,96,0.342534558,0.6,1699.632285
6000,14,96,0.363113418,0.6,1899.299085
6000,15,96,0.383556139,0.6,2135.260788
6000,16,96,0.40387588,0.6,2418.461943
6000,17,96,0.424083803,0.6,2761.199955
6000,18,96,0.444189476,0.6,3185.938193
6000,0,96,0.035141398,0.7,413.5961521
6000,1,96,0.069238663,0.7,464.3272167
6000,2,96,0.097001155,0.7,507.8319253
6000,3,96,0.122475862,0.7,550.7261088
6000,4,96,0.146670792,0.7,594.8261678
6000,5,96,0.170019414,0.7,641.0327686
6000,6,96,0.19275492,0.7,690.8346541
6000,7,96,0.215019787,0.7,744.0941252
6000,8,96,0.236908597,0.7,801.0613258
6000,9,96,0.258487933,0.7,865.4411596
6000,10,96,0.279806767,0.7,934.1842156
6000,11,96,0.300902365,0.7,1010.670524
6000,12,96,0.321803864,0.7,1095.51724
6000,13,96,0.342534558,0.7,1190.051822
6000,14,96,0.363113418,0.7,1296.29501
6000,15,96,0.383556139,0.7,1416.579938
6000,16,96,0.40387588,0.7,1553.228039
6000,17,96,0.424083803,0.7,1709.674321
6000,18,96,0.444189476,0.7,1890.546382
6000,0,96,0.035141398,0.8,360.821098
6000,1,96,0.069238663,0.8,401.2048164
6000,2,96,0.097001155,0.8,435.1166716
6000,3,96,0.122475862,0.8,468.0184572
6000,4,96,0.146670792,0.8,501.2034565
6000,5,96,0.170019414,0.8,535.7104869
6000,6,96,0.19275492,0.8,571.834544
6000,7,96,0.215019787,0.8,609.9456523
6000,8,96,0.236908597,0.8,650.5849504
6000,9,96,0.258487933,0.8,694.1594506
6000,10,96,0.279806767,0.8,741.2468745
6000,11,96,0.300902365,0.8,792.2131939
6000,12,96,0.321803864,0.8,847.3307668
