"prior_samples","past_leakage","T1_level_percent","T1_percent","T2_percent","optimal_samples"
1000,2,96,0.580959787,0.9,849.5679205
1000,3,96,0.73337095,0.9,1509.218053
1000,0,96,0.210619389,1,313.1543895
1000,1,96,0.414799838,1,458.3334295
1000,2,96,0.580959787,1,671.6334975
1000,3,96,0.73337095,1,1054.245732
1500,0,94,0.117823701,0.4,724.010092
1500,1,94,0.246632533,0.4,1280.299506
1500,2,94,0.352760846,0.4,3022.149564
1500,0,94,0.117823701,0.5,560.3353343
1500,1,94,0.246632533,0.5,845.9588674
1500,2,94,0.352760846,0.5,1418.657272
1500,3,94,0.450682471,0.5,3089.483142
1500,0,94,0.117823701,0.6,457.7550258
1500,1,94,0.246632533,0.6,630.1630158
1500,2,94,0.352760846,0.6,920.7419681
1500,3,94,0.450682471,0.6,1484.026279
1500,4,94,0.544015676,0.6,2994.015369
1500,0,94,0.117823701,0.7,387.0991519
1500,1,94,0.246632533,0.7,502.7122084
1500,2,94,0.352760846,0.7,677.3017642
1500,3,94,0.450682471,0.7,963.9074623
1500,4,94,0.544015676,0.7,1501.512533
1500,0,94,0.117823701,0.8,335.4362508
1500,1,94,0.246632533,0.8,417.4747332
1500,2,94,0.352760846,0.8,533.8836562
1500,3,94,0.450682471,0.8,707.9003339
1500,4,94,0.544015676,0.8,986.4341078
1500,0,94,0.117823701,0.9,295.9353467
1500,1,94,0.246632533,0.9,356.8403557
1500,2,94,0.352760846,0.9,439.557754
1500,3,94,0.450682471,0.9,555.3966201
1500,4,94,0.544015676,0.9,725.8565765
1500,0,94,0.117823701,1,264.7064293
1500,1,94,0.246632533,1,311.3596344
1500,2,94,0.352760846,1,372.7794572
1500,3,94,0.450682471,1,455.4618966
1500,4,94,0.544015676,1,569.9838588
1500,0,95,0.127945365,0.4,784.1719761
1500,1,95,0.260195272,0.4,1494.003362
1500,2,95,0.368520573,0.4,4027.694377
1500,0,95,0.127945365,0.5,602.1191826
1500,1,95,0.260195272,0.5,964.0827747
1500,2,95,0.368520573,0.5,1698.712262
1500,3,95,0.468196539,0.5,4182.730978
1500,0,95,0.127945365,0.6,488.8947662
1500,1,95,0.260195272,0.6,711.2971301
1500,2,95,0.368520573,0.6,1072.242276
1500,3,95,0.468196539,0.6,1803.394577
1500,4,95,0.563034149,0.6,4051.847309
1500,0,95,0.127945365,0.7,412.6097487
1500,1,95,0.260195272,0.7,563.1981128
1500,2,95,0.368520573,0.7,780.6134248
1500,3,95,0.468196539,0.7,1139.666159
1500,4,95,0.563034149,0.7,1841.574442
1500,0,95,0.127945365,0.8,356.60049
1500,1,95,0.260195272,0.8,465.8727259
1500,2,95,0.368520573,0.8,611.6002658
1500,3,95,0.468196539,0.8,826.8916277
1500,4,95,0.563034149,0.8,1177.104556
1500,0,95,0.127945365,0.9,314.0855216
1500,1,95,0.260195272,0.9,397.0530576
1500,2,95,0.368520573,0.9,501.8710196
1500,3,95,0.468196539,0.9,645.67041
1500,4,95,0.563034149,0.9,856.7596072
1500,0,95,0.127945365,1,280.6013593
1500,1,95,0.260195272,1,345.634558
1500,2,95,0.368520573,1,424.6957857
1500,3,95,0.468196539,1,526.8337519
1500,4,95,0.563034149,1,669.3046614
1500,0,96,0.140473962,0.4,866.0116577
1500,1,96,0.276701702,0.4,1799.291733
1500,2,96,0.387585605,0.4,6093.437833
1500,0,96,0.140473962,0.5,658.0146817
1500,1,96,0.276701702,0.5,1121.889914
1500,2,96,0.387585605,0.5,2107.57135
1500,3,96,0.489309545,0.5,6487.05292
1500,0,96,0.140473962,0.6,531.512418
1500,1,96,0.276701702,0.6,815.4060444
1500,2,96,0.387585605,0.6,1278.532466
1500,3,96,0.489309545,0.6,2275.21177
1500,4,96,0.585905513,0.6,6241.40894
1500,0,96,0.140473962,0.7,445.9988999
1500,1,96,0.276701702,0.7,640.3675539
1500,2,96,0.387585605,0.7,915.1477672
1500,3,96,0.489309545,0.7,1377.310975
1500,4,96,0.585905513,0.7,2344.688348
1500,0,96,0.140473962,0.8,384.4773851
1500,1,96,0.276701702,0.8,527.0833423
1500,2,96,0.387585605,0.8,710.1157146
1500,3,96,0.489309545,0.8,981.8886029
1500,4,96,0.585905513,0.8,1436.375707
1500,0,96,0.140473962,0.9,337.8007432
1500,1,96,0.276701702,0.9,447.4361765
1500,2,96,0.387585605,0.9,579.4858094
1500,3,96,0.489309545,0.9,759.7519106
1500,4,96,0.585905513,0.9,1030.513744
1500,0,96,0.140473962,1,301.2828782
1500,1,96,0.276701702,1,388.6679417
1500,2,96,0.387585605,1,488.7711184
1500,3,96,0.489309545,1,617.9563261
1500,4,96,0.585905513,1,795.104303
2000,0,94,0.088384478,0.4,696.1969701
2000,1,94,0.185023776,0.4,1014.548872
2000,2,94,0.264654386,0.4,1606.305753
2000,3,94,0.338132171,0.4,3042.393383
2000,0,94,0.088384478,0.5,545.0856457
2000,1,94,0.185023776,0.5,720.4526119
